"Environment and Climate Change Canada"
"Monthly Values for August - 2017"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"OAKVILLE TWN","43.513","-79.690","ON","20.7","0",NA,"31.0","0","10.0","0","0.0","0",NA,"89.8","0",NA,"0.0","14","","",NA,"7.6","91.5","6155750"
"OSHAWA","43.923","-78.883","ON","18.5","9",NA,"28.2","9","8.4","8","",,NA,"37.8","9",NA,"","5","",,NA,"16.2","26.6","6155875"
"OSHAWA WPCP","43.867","-78.833","ON","18.9","1","-1.1","28.0","1","7.0","1","0.0","1",NA,"73.1","1",NA,"0.0","12","","",NA,"19.5","45.6","6155878"
"POINT PETRE (AUT)","43.833","-77.150","ON","19.9","0",NA,"27.2","0","6.3","0","",,NA,"31.2","0",NA,"","5","",,NA,"12.0","71.3","6156559"
"MONO CENTRE","44.032","-80.024","ON","16.7","11",NA,"26.9","10","5.5","11","",,NA,"36.3","0",NA,"","8","",,NA,"33.7","8.6","6157000"
"STIRLING","44.293","-77.555","ON","",,NA,"",,"",,"0.0","18",NA,"28.4","18",NA,"","4","","",NA,"","","6158052"
"TORONTO CITY","43.667","-79.400","ON","20.6","0",NA,"29.6","0","11.4","0","",,NA,"20.4","5",NA,"","3","",,NA,"5.9","85.0","6158355"
"TORONTO CITY CENTRE","43.628","-79.396","ON","19.6","1",NA,"28.0","1","11.1","1","",,NA,"28.3","1",NA,"","8","",,NA,"11.0","58.8","6158359"
"TORONTO BUTTONVILLE A","43.861","-79.369","ON","19.3","1",NA,"29.5","1","7.6","0","0.0","1",NA,"72.3","1",NA,"","8","",,NA,"18.1","57.8","6158410"
"TORONTO INTL A","43.677","-79.631","ON","20.1","0",NA,"30.0","0","9.7","0","0.0","0",NA,"74.8","0",NA,"","7","",,NA,"11.6","75.2","6158731"
"TRENTON A","44.117","-77.533","ON","19.2","0","-0.5","29.0","0","7.7","0","0.0","0",NA,"66.1","0","92.0","","8","",,NA,"19.3","57.8","6158875"
"UXBRIDGE WEST","44.098","-79.164","ON","17.8","0",NA,"28.5","0","5.0","0","",,NA,"54.1","0",NA,"","9","",,NA,"38.6","33.2","6159123"
"MOUNTAINVIEW","44.052","-77.302","ON","20.0","2","-0.6","29.5","2","9.0","2","0.0","2",NA,"52.6","2",NA,"0.0","9","","",NA,"9.5","68.3","615EMR7"
"TORONTO NORTH YORK","43.780","-79.468","ON","19.7","0",NA,"30.5","0","7.5","0","0.0","0",NA,"112.4","0",NA,"0.0","9","","",NA,"10.1","64.0","615S001"
"COE HILL","44.923","-77.885","ON","16.9","9",NA,"29.5","9","5.0","9","0.0","9",NA,"63.2","9",NA,"0.0","7","","",NA,"41.7","18.0","6161740"
"HALIBURTON 3","45.032","-78.531","ON","16.8","0","-1.0","28.0","0","3.0","0","0.0","0",NA,"102.6","0","130.0","0.0","10","","",NA,"56.7","20.4","6163171"
"PETERBOROUGH","44.230","-78.363","ON","16.7","13",NA,"28.6","13","4.6","11","",,NA,"35.1","13",NA,"","6","",,NA,"35.7","11.4","6166415"
"PETERBOROUGH TRENT U","44.350","-78.300","ON","17.7","0",NA,"29.4","0","5.8","0","",,NA,"67.3","0",NA,"","11","",,NA,"40.6","32.7","6166456"
"SONYA SUNDANCE MEADOWS","44.217","-78.950","ON","",,NA,"",,"",,"0.0","0",NA,"53.2","0",NA,"0.0","10","","",NA,"","","6168100"
"TAPLEY","44.171","-78.501","ON","",,NA,"",,"",,"0.0","0",NA,"56.6","0",NA,"0.0","11","","",NA,"","","6168525"
"BANCROFT AUTO","45.071","-77.879","ON","16.5","1",NA,"28.9","1","2.2","0","",,NA,"64.4","1",NA,"","10","",,NA,"63.2","17.4","616I001"
