"Environment and Climate Change Canada"
"Monthly Values for November - 2017"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"COBOURG STP","43.967","-78.183","ON","4.0","13","0.3","13.0","13","-5.0","13","0.0","13",NA,"33.5","13",NA,"0.0","6","","",NA,"238.3","0.0","6151689"
"GEORGETOWN WWTP","43.640","-79.879","ON","3.3","10","0.5","17.5","10","-12.0","10","0.0","10",NA,"29.0","10",NA,"0.0","5","","",NA,"294.1","0.0","6152695"
"HAMILTON A","43.174","-79.935","ON","2.8","2",NA,"15.9","2","-9.7","0","2.2","1",NA,"89.8","1",NA,"","13","",,NA,"424.4","0.0","6153193"
"OAKVILLE TWN","43.513","-79.690","ON","4.3","0",NA,"17.0","0","-9.5","0","0.0","0",NA,"63.5","0",NA,"0.0","9","","",NA,"411.0","0.0","6155750"
"OSHAWA","43.923","-78.883","ON","3.4","8",NA,"14.2","8","-10.3","7","",,NA,"35.2","8",NA,"","7","",,NA,"322.3","0.0","6155875"
"OSHAWA WPCP","43.867","-78.833","ON","",,"","12.0","28","",,"1.0","28",NA,"1.8","28",NA,"","1","","",NA,"","","6155878"
"POINT PETRE (AUT)","43.833","-77.150","ON","4.3","0",NA,"13.3","0","-9.5","0","",,NA,"72.3","0",NA,"2.0","10","",,NA,"412.5","0.0","6156559"
"MONO CENTRE","44.032","-80.024","ON","0.9","0",NA,"15.1","0","-13.5","0","",,NA,"66.5","0",NA,"2.0","11","",,NA,"511.6","0.0","6157000"
"TORONTO CITY","43.667","-79.400","ON","4.7","2",NA,"15.0","2","-9.3","0","",,NA,"53.0","2",NA,"","7","",,NA,"371.7","0.0","6158355"
"TORONTO CITY CENTRE","43.628","-79.396","ON","5.3","9",NA,"14.9","9","-6.2","9","",,NA,"50.2","9",NA,"","9","",,NA,"267.3","0.0","6158359"
"TORONTO BUTTONVILLE A","43.861","-79.369","ON","2.8","3",NA,"17.0","2","-11.5","1","2.8","1",NA,"58.1","2",NA,"","8","",,NA,"410.8","0.0","6158410"
"TORONTO INTL A","43.677","-79.631","ON","3.7","1",NA,"17.1","1","-10.1","0","1.2","0",NA,"59.8","0",NA,"","11","",,NA,"414.2","0.0","6158731"
"TRENTON A","44.117","-77.533","ON","2.4","0","-0.6","15.7","0","-11.3","0","2.0","0","19.0","85.5","0","90.0","","12","",,NA,"469.5","0.0","6158875"
"UXBRIDGE WEST","44.098","-79.164","ON","1.3","0",NA,"15.5","0","-14.3","0","",,NA,"62.7","0",NA,"0.0","11","",,NA,"499.7","0.0","6159123"
"MOUNTAINVIEW","44.052","-77.302","ON","3.3","0","-0.2","16.5","0","-9.5","0","1.0","0","8.0","76.8","0","75.0","0.0","13","","",NA,"440.5","0.0","615EMR7"
"TORONTO NORTH YORK","43.780","-79.468","ON","3.6","0",NA,"17.0","0","-11.0","0","1.6","0",NA,"54.6","0",NA,"0.0","10","","",NA,"433.1","0.0","615S001"
"COE HILL","44.923","-77.885","ON","0.1","0",NA,"10.0","0","-14.5","0","12.0","0",NA,"52.0","0",NA,"0.0","10","","",NA,"536.8","0.0","6161740"
"HALIBURTON 3","45.032","-78.531","ON","-0.2","0","-0.9","15.0","0","-14.5","0","17.2","0","52.0","96.2","0","83.0","0.0","14","","",NA,"546.1","0.0","6163171"
"PETERBOROUGH","44.230","-78.363","ON","1.4","6",NA,"14.5","6","-13.0","5","",,NA,"51.0","6",NA,"","10","",,NA,"398.2","0.0","6166415"
"PETERBOROUGH TRENT U","44.350","-78.300","ON","0.8","0",NA,"14.4","0","-13.6","0","",,NA,"69.5","0",NA,"4.0","12","",,NA,"515.6","0.0","6166456"
"SONYA SUNDANCE MEADOWS","44.217","-78.950","ON","",,NA,"",,"",,"15.4","0",NA,"73.2","0",NA,"0.0","12","","",NA,"","","6168100"
"TAPLEY","44.171","-78.501","ON","",,NA,"",,"",,"5.4","0",NA,"67.9","0",NA,"0.0","12","","",NA,"","","6168525"
"BANCROFT AUTO","45.071","-77.879","ON","-1.1","0",NA,"13.5","0","-17.0","0","",,NA,"84.4","0",NA,"2.0","11","",,NA,"571.9","0.0","616I001"
