"Environment and Climate Change Canada"
"Monthly Values for July - 2017"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"HAMILTON RBG CS","43.292","-79.908","ON","21.5","0",NA,"30.7","0","11.2","0","",,NA,"71.0","0",NA,"","10","",,NA,"0.0","109.4","6153301"
"OAKVILLE TWN","43.513","-79.690","ON","22.1","0",NA,"32.0","0","14.0","0","0.0","0",NA,"59.1","0",NA,"0.0","11","","",NA,"1.5","129.6","6155750"
"OSHAWA","43.923","-78.883","ON","20.3","8",NA,"29.9","8","11.4","8","",,NA,"69.7","8",NA,"","8","",,NA,"1.1","55.0","6155875"
"OSHAWA WPCP","43.867","-78.833","ON","20.6","0","0.0","30.0","0","12.0","0","0.0","0",NA,"86.0","0","118.0","0.0","11","","",NA,"2.0","82.5","6155878"
"POINT PETRE (AUT)","43.833","-77.150","ON","19.9","12",NA,"25.6","12","11.5","10","",,NA,"83.1","2",NA,"","10","",,NA,"2.4","38.4","6156559"
"MONO CENTRE","44.032","-80.024","ON","18.6","22",NA,"27.7","22","11.0","21","",,NA,"91.7","0",NA,"","7","",,NA,"2.7","8.3","6157000"
"STIRLING","44.293","-77.555","ON","",,NA,"",,"",,"0.0","3",NA,"63.0","3",NA,"","12","","",NA,"","","6158052"
"TORONTO CITY","43.667","-79.400","ON","21.8","0",NA,"31.1","0","15.1","0","",,NA,"57.8","0",NA,"","8","",,NA,"0.2","117.2","6158355"
"TORONTO CITY CENTRE","43.628","-79.396","ON","21.1","6",NA,"30.7","6","12.9","6","",,NA,"49.0","6",NA,"","5","",,NA,"0.7","79.2","6158359"
"TORONTO BUTTONVILLE A","43.861","-79.369","ON","21.2","0",NA,"30.8","0","12.5","0","0.0","0",NA,"121.3","0",NA,"","9","",,NA,"1.8","99.7","6158410"
"TORONTO INTL A","43.677","-79.631","ON","21.8","0",NA,"31.8","0","13.8","0","0.0","0",NA,"37.6","0",NA,"","8","",,NA,"0.0","116.5","6158731"
"TRENTON A","44.117","-77.533","ON","20.5","0","-0.3","28.6","0","11.6","0","0.0","0",NA,"54.1","0","78.0","","10","",,NA,"1.1","77.8","6158875"
"UXBRIDGE WEST","44.098","-79.164","ON","19.2","0",NA,"28.5","0","9.7","0","",,NA,"48.7","1",NA,"","8","",,NA,"10.0","47.4","6159123"
"MOUNTAINVIEW","44.052","-77.302","ON","20.9","0","-0.5","29.5","0","12.0","0","0.0","0",NA,"53.2","0","68.0","0.0","10","","",NA,"0.7","91.9","615EMR7"
"TORONTO NORTH YORK","43.780","-79.468","ON","21.1","0",NA,"31.0","0","11.5","0","0.0","0",NA,"91.9","0",NA,"0.0","12","","",NA,"1.7","97.6","615S001"
"COE HILL","44.923","-77.885","ON","18.7","1",NA,"29.0","1","8.0","1","0.0","1",NA,"115.8","1",NA,"0.0","13","","",NA,"18.0","39.7","6161740"
"HALIBURTON 3","45.032","-78.531","ON","18.6","0","0.0","29.0","0","7.5","0","0.0","0",NA,"95.6","0","106.0","0.0","13","","",NA,"15.1","34.5","6163171"
"PETERBOROUGH","44.230","-78.363","ON","19.3","7",NA,"29.7","7","8.4","7","",,NA,"38.6","7",NA,"","6","",,NA,"4.4","36.0","6166415"
"PETERBOROUGH TRENT U","44.350","-78.300","ON","19.3","1",NA,"29.6","1","8.5","0","",,NA,"72.1","1",NA,"","8","",,NA,"8.5","48.3","6166456"
"SONYA SUNDANCE MEADOWS","44.217","-78.950","ON","",,NA,"",,"",,"0.0","0",NA,"49.4","0",NA,"0.0","8","","",NA,"","","6168100"
"TAPLEY","44.171","-78.501","ON","",,NA,"",,"",,"0.0","0",NA,"65.4","0",NA,"0.0","9","","",NA,"","","6168525"
"BANCROFT AUTO","45.071","-77.879","ON","18.1","0",NA,"29.6","0","6.4","0","",,NA,"69.0","0",NA,"","11","",,NA,"27.1","30.1","616I001"
