"Environment and Climate Change Canada"
"Monthly Values for October - 2017"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"HAMILTON RBG CS","43.292","-79.908","ON","13.7","2",NA,"27.0","2","0.5","1","",,NA,"82.5","2",NA,"","9","",,NA,"130.6","7.2","6153301"
"OAKVILLE TWN","43.513","-79.690","ON","14.0","0",NA,"28.0","0","2.0","0","0.0","0",NA,"58.5","0",NA,"0.0","10","","",NA,"134.9","12.2","6155750"
"OSHAWA","43.923","-78.883","ON","11.9","6",NA,"24.0","6","-0.7","6","",,NA,"36.5","6",NA,"","7","",,NA,"156.0","3.4","6155875"
"OSHAWA WPCP","43.867","-78.833","ON","",,"","23.0","26","",,"0.0","26",NA,"13.8","26",NA,"","2","","",NA,"","","6155878"
"POINT PETRE (AUT)","43.833","-77.150","ON","13.2","0",NA,"22.2","0","-1.3","0","",,NA,"173.3","0",NA,"","10","",,NA,"150.2","2.1","6156559"
"MONO CENTRE","44.032","-80.024","ON","11.3","0",NA,"24.2","0","-0.6","0","",,NA,"80.8","0",NA,"","12","",,NA,"208.8","1.1","6157000"
"STIRLING","44.293","-77.555","ON","",,NA,"",,"",,"0.0","27",NA,"10.2","27",NA,"","3","","",NA,"","","6158052"
"TORONTO CITY","43.667","-79.400","ON","14.1","1",NA,"24.7","1","3.9","0","",,NA,"49.2","1",NA,"","7","",,NA,"123.4","7.5","6158355"
"TORONTO CITY CENTRE","43.628","-79.396","ON","13.5","1",NA,"23.5","1","2.9","1","",,NA,"57.1","1",NA,"","8","",,NA,"137.9","3.0","6158359"
"TORONTO BUTTONVILLE A","43.861","-79.369","ON","12.5","0",NA,"25.4","0","0.0","0","0.0","1",NA,"61.7","0",NA,"","7","",,NA,"174.1","5.1","6158410"
"TORONTO INTL A","43.677","-79.631","ON","13.3","0",NA,"27.5","0","1.7","0","0.0","1",NA,"57.8","0",NA,"","10","",,NA,"154.0","8.1","6158731"
"TRENTON A","44.117","-77.533","ON","12.3","0","3.7","24.5","0","-2.0","0","0.0","0","0.0","145.7","0","174.0","","11","",,NA,"177.3","0.8","6158875"
"UXBRIDGE WEST","44.098","-79.164","ON","11.4","0",NA,"23.1","0","-1.6","0","",,NA,"71.9","0",NA,"","11","",,NA,"205.7","1.5","6159123"
"MOUNTAINVIEW","44.052","-77.302","ON","13.5","2","4.2","27.0","2","-0.5","2","0.0","2",NA,"188.2","2",NA,"0.0","13","","",NA,"138.1","6.8","615EMR7"
"TORONTO NORTH YORK","43.780","-79.468","ON","12.9","0",NA,"25.5","0","-0.5","0","0.0","0",NA,"60.8","0",NA,"0.0","11","","",NA,"166.8","9.1","615S001"
"COE HILL","44.923","-77.885","ON","10.0","2",NA,"26.0","2","-2.0","2","0.0","2",NA,"119.2","2",NA,"0.0","16","","",NA,"231.5","0.0","6161740"
"HALIBURTON 3","45.032","-78.531","ON","10.7","0","3.8","23.0","0","-2.5","0","1.6","0","22.0","117.4","0","117.0","0.0","12","","",NA,"227.7","0.0","6163171"
"PETERBOROUGH","44.230","-78.363","ON","10.5","5",NA,"24.4","5","-3.5","5","",,NA,"59.0","5",NA,"","11","",,NA,"195.2","0.1","6166415"
"PETERBOROUGH TRENT U","44.350","-78.300","ON","11.2","1",NA,"24.3","0","-3.1","1","",,NA,"65.2","1",NA,"","11","",,NA,"205.1","0.0","6166456"
"SONYA SUNDANCE MEADOWS","44.217","-78.950","ON","",,NA,"",,"",,"0.2","0",NA,"79.0","0",NA,"0.0","11","","",NA,"","","6168100"
"TAPLEY","44.171","-78.501","ON","",,NA,"",,"",,"0.0","0",NA,"76.2","0",NA,"0.0","13","","",NA,"","","6168525"
"BANCROFT AUTO","45.071","-77.879","ON","9.3","1",NA,"23.5","1","-3.7","0","",,NA,"118.1","1",NA,"","13","",,NA,"259.9","0.0","616I001"
