"Environment and Climate Change Canada"
"Monthly Values for February - 2017"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"WATERLOO WELLINGTON 2","43.450","-80.383","ON","",,NA,"",,"",,"22.4","0",NA,"106.2","0",NA,"0.0","11","","",NA,"","","6149389"
"WOODSTOCK","43.136","-80.771","ON","-1.1","16","3.6","17.5","16","-11.0","16","6.0","16",NA,"43.0","16",NA,"","7","","",NA,"229.1","0.0","6149625"
"BELLEVILLE","44.151","-77.395","ON","-1.2","0","3.9","14.5","0","-14.5","0","31.4","0","110.0","77.5","0","133.0","0.0","9","","",NA,"537.1","0.0","6150689"
"BURLINGTON PIERS (AUT)","43.300","-79.800","ON","0.8","2",NA,"14.6","2","-10.0","0","",,NA,"",,NA,"","","",,NA,"446.7","0.0","6151061"
"CENTREVILLE","44.403","-76.908","ON","-3.3","1","3.6","15.0","1","-17.0","1","29.6","1",NA,"74.0","1",NA,"0.0","9","","",NA,"574.1","0.0","6151309"
"COBOURG (AUT)","43.950","-78.167","ON","-1.1","0",NA,"14.4","0","-13.7","0","",,NA,"63.9","0",NA,"1.0","8","",,NA,"534.0","0.0","6151684"
"COBOURG STP","43.967","-78.183","ON","-0.7","11","3.6","15.0","11","-13.0","11","3.0","11",NA,"62.0","11",NA,"0.0","5","","",NA,"318.0","0.0","6151689"
"GEORGETOWN WWTP","43.640","-79.879","ON","-1.5","19","3.7","13.0","19","-13.0","19","4.0","19",NA,"5.8","19",NA,"","2","","",NA,"175.8","0.0","6152695"
"HAMILTON A","43.174","-79.935","ON","0.0","0",NA,"17.9","0","-11.8","0","9.4","0",NA,"59.4","0",NA,"","8","",,NA,"505.3","0.0","6153193"
"HAMILTON RBG CS","43.292","-79.908","ON","0.6","0",NA,"18.8","0","-10.2","0","",,NA,"71.7","0",NA,"","6","",,NA,"487.2","0.0","6153301"
"OAKVILLE TWN","43.513","-79.690","ON","0.6","0",NA,"18.5","0","-11.5","0","17.4","0",NA,"84.8","0",NA,"0.0","8","","",NA,"487.7","0.0","6155750"
"OSHAWA","43.923","-78.883","ON","-0.6","5",NA,"18.3","5","-14.3","5","",,NA,"38.7","5",NA,"","6","",,NA,"428.6","0.0","6155875"
"OSHAWA WPCP","43.867","-78.833","ON","-0.1","1","3.5","18.0","1","-13.0","1","35.0","1",NA,"68.2","1",NA,"","10","","",NA,"487.9","0.0","6155878"
"POINT PETRE (AUT)","43.833","-77.150","ON","-0.7","2",NA,"9.9","2","-10.8","1","",,NA,"53.1","0",NA,"1.0","8","",,NA,"487.1","0.0","6156559"
"MONO CENTRE","44.032","-80.024","ON","-2.4","0",NA,"14.1","0","-17.0","0","",,NA,"48.3","0",NA,"","9","",,NA,"571.5","0.0","6157000"
"TORONTO","43.667","-79.400","ON","",,"","",,"",,"23.6","0","87.0","76.2","0","138.0","0.0","9","","",NA,"","","6158350"
"TORONTO CITY","43.667","-79.400","ON","1.0","0",NA,"19.1","0","-11.1","0","",,NA,"49.1","0",NA,"0.0","7","",,NA,"475.6","0.0","6158355"
"TORONTO CITY CENTRE","43.628","-79.396","ON","1.1","3",NA,"18.5","3","-10.8","3","",,NA,"32.0","3",NA,"","6","",,NA,"423.2","0.0","6158359"
"TORONTO BUTTONVILLE A","43.861","-79.369","ON","-1.1","0",NA,"17.3","0","-13.2","0","29.2","0",NA,"60.5","0",NA,"","8","",,NA,"533.7","0.0","6158410"
"TORONTO INTL A","43.677","-79.631","ON","-0.2","0",NA,"17.7","0","-12.0","0","20.8","0",NA,"57.8","0",NA,"","7","",,NA,"510.4","0.0","6158731"
"TRENTON A","44.117","-77.533","ON","-2.0","0","3.7","15.2","0","-16.0","0","32.9","0","95.0","77.1","0","136.0","","10","",,NA,"560.4","0.0","6158875"
"UXBRIDGE WEST","44.098","-79.164","ON","-2.9","7",NA,"15.3","4","-16.0","4","",,NA,"51.2","7",NA,"1.0","6","",,NA,"438.6","0.0","6159123"
"MOUNTAINVIEW","44.052","-77.302","ON","-0.8","0","4.5","16.0","0","-14.0","0","24.6","0","82.0","79.8","0","142.0","0.0","8","","",NA,"526.1","0.0","615EMR7"
"TORONTO NORTH YORK","43.780","-79.468","ON","-0.3","0",NA,"17.5","0","-12.5","0","23.6","0",NA,"73.6","0",NA,"0.0","8","","",NA,"512.6","0.0","615S001"
"COE HILL","44.923","-77.885","ON","-4.2","2",NA,"12.0","2","-20.0","2","48.2","2",NA,"92.5","2",NA,"36.0","13","","",NA,"577.4","0.0","6161740"
"HALIBURTON 3","45.032","-78.531","ON","-4.9","0","4.2","12.0","0","-26.5","0","55.2","0","105.0","100.2","0","136.0","35.0","13","","",NA,"640.5","0.0","6163171"
"PETERBOROUGH","44.230","-78.363","ON","-4.7","11",NA,"8.4","11","-19.4","11","",,NA,"39.5","11",NA,"","8","",,NA,"386.7","0.0","6166415"
"PETERBOROUGH TRENT U","44.350","-78.300","ON","-3.0","0",NA,"16.2","0","-18.1","0","",,NA,"61.6","0",NA,"","8","",,NA,"587.7","0.0","6166456"
"SONYA SUNDANCE MEADOWS","44.217","-78.950","ON","",,NA,"",,"",,"50.4","0",NA,"76.0","0",NA,"0.0","13","","",NA,"","","6168100"
"TAPLEY","44.171","-78.501","ON","",,NA,"",,"",,"38.0","0",NA,"69.4","0",NA,"3.0","11","","",NA,"","","6168525"
"BANCROFT AUTO","45.071","-77.879","ON","-6.1","4",NA,"13.0","4","-25.2","2","",,NA,"56.2","4",NA,"24.0","11","",,NA,"578.2","0.0","616I001"
